year,Subject code,forfatternavn
1881,"47,-294","Beissel, Ch."
1867,"47,-301","Rung, G. F. F."
1858,"47,-325","Leonhard, P. H."
1890,"47,-284","Andersen, N. S."
1892,"47,-329","Sarauw, C. P. E."
1879,"47,-338","Weber, T."
1878,"47,-358","Lund, Joh."
1856,"47,-282","Simonsen, T. L."
1887,"47,-293","Skouboe, S."
1887,"47,-343","Weber, T."
1890,"47,-329","Kaper, J."
1863,"47,-303","Beissel, Ch."
1843,"27,-382","Steenstrup, J. C. Vogelius."
1886,"3,-363","Lauritzen, Ole."
1886-1888,"39,-138","Jónsson, Finnur."
1818,"47,-319","Wolff, Odin."
1863,"18,-154","Hansen, Chr."
1890,"5,-207","Wedel, H. N."
1882-1884,"53,-294","Hansen, Chr."
1882,"53,-295","Hansen, Hans."
1842,"53,-342","Jørgensen, P. N."
1894,"53,-274","Fønss, Otto C."
1870,"53,-183","Andersen, Carl."
1848,"53,-188","Sommer, Carl."
1832,"53,-182","Justesøn, Halbjørn."
1889,"53,-306","Henrichsen, Hermann."
1855,"53,-278","Gerner, A."
1650,"19,-180",Gisle Einarsson.
1773,"46,-249","Werner, Matth."
1676,"46,-146","Faber, Jacob"
1800,"15,-71","Bloch, Sør. Nic. Jo."
1828,"57,-521","Vulpius, Chr. August."
1856,"4,-197","Rørdam, Peter."
1856,"47,-322","Rung, G. F. F."
1857,"54,-160i","Wallin, Johan Olof."
1848-51,"37,-381","Krieger, A. F."
1875,"22,-104","Grønlund, Chr."
1865,"57,-137","Giørup, Michael."
1812,"34:1,-269","Mylius, J. C. von."
1888,"57,-137","Gjørup, Michael."
1885,"57,-140","Goldschmidt, M."
1880,"57,-151","Hancke, N."
1871,"57,-137","Giørup, Michael."
1875,"57,-336","Goldschmidt, Ragnhild."
1887,"57,-137","Gjørup, Michael."
1894,"57,-122","Gøtzsche, Ellen."
1877,"57,-146","Günther, M."
1884,"57,-173","Gudmand-Høyer, J. V."
1874,"34:1,-294","Rønne, Niels."
1873,"3,-478","Deharbe, J."
1885,"57,-373i","Blanche, August."
1870,"5,-5","Møller, Joach. Chr."
1899,"58,-180","Webb, J. B."
1768,"55,-35","Biehl, Charlotta Dorothea."
1771,"41:2,-77","Bie, Jacob Christian."
1877,"25,-51","Friis, J."
1887,"41:2,-164","Friis, F. R."
1889,"5,-376","Fries, N."
1899,"25,-139","Friis, St."
1897,"2,-240a","Gundert, H."
1828,"57,-392","Blumenhagen, W."
1802-1805,"26,-19","Blotz, J. F."
1895,"26,-28","Helweg, L."
1853,"26,-22","Bentzien, Julius August."
1850,"34:4,-163","Jensen, F. J. Chr."
1881,"32,-45","Mølck, W."
1888,"25,-154","Andersen, Søren Pt. Nielsen."
1859,"26,-23","Erichsen, M. J."
1855,"32,-34","Flamand, L. J."
1848,"26,-22","Jensen, F. J. Chr."
1844,"26,-31","Suhr, Carl Vilhelm."
1831,"30,-201","Møller, Chr."
1833,"30:1,-62","Becker, Karl Friedrich."
1831,"30:1,-289","Hjort, Hans Smith."
1836,"23,-310","Nielsen, H. V."
1839,"23,-61","Langkjer, Svenné."
1798,"15,-164","Salzmann, Chr. Gotthilf."
1831,"30:2,-171","Tscherning, Anton Frederik."
1839,"15,-239","Nyboe, Emanuel."
1840-1841,"30:2,-175","Reiche, Karl F."
1836,"52,-203","Nissen, I."
1840,"14,-457","Hellemann, C. Benj."
1798,"15,-164","Prahl, Peter."
1764,"15,-20","Krøll, Bendix."
1760,"14,-447","Graae, Rasmus."
1707,"15,-39","Whitte, Hans."
1797,"15,-231","Loszius, Caspar Fr."
1792,"15,-21","Bech, Fredrik Julius."
1789,"15,-55","Tauber, Jo. Henr."
1799-1802,"15,-22","Heusinger, Jo. Heinr. Gottl."
1889,"33,-353","Melgaard, S."
1870,"43,-163",Guldberg.
1826,"1,-216","Wrisberg, Phil Wilh. von."
1790,"6:1,-64","Birch, Andr."
1855,"6:1,-165","Graae, G. Fr. A."
1842,"28,-46","Høyen, S."
1882,"28,-73","Rom, N. C."
1874,"15,-155","Keller, Johan."
1867,"16,-141","Schwartz, Athalia."
1898,"15,-155","Forchhammer, Georg."
1824,"34:4,-319","Thaarup, Frederik."
1880,"2,-9g","Keller, Johan."
1830,"34:4,-199","Neergaard, Jens Veibel."
1832,"33,-419","Clausen, Hans Christian."
1832,"12,-252","Thune, Ludv. Geo. Vilh."
1729,"35,-329","Hjørring, Anders Matthiesen."
1793,"27,-293","Løwenørn, Paul."
1861,"3,-425","Bock, C. N."
1785,"7,-67","Bastholm, Chr."
1783,"25,-113","Abildgaard, Peter Christian."
1755,"4,-246","Dass, Peder."
1796,"19,-32","Bockshammer, Jo. Chr."
1755,"4,-193","Pontoppidan, Erik."
1739,"6:2,-210","Tommerup, Knud."
1886,"23,-92","Slomann, Emil."
1768,"8,-351","Ancher, Ped. Kofod."
1755,"57,-523","Zesen, Philipp von."
1798,"47,-170","Werfel, Johan."
1737,"5,-195",Thomas a Kempis.
1897,Særtrykssamlingen,"Slomann, Emil."
1798,"47,-170","Baden, Jac."
1799-1802,"28,-198","Vancouver, Georg."
1791,"28,-41","Sommerfeldt, Christian."
1856,"34:3,-117","Rode, Vilh."
1863,"28,-184","Kane, Paul."
1897,"15,-212","Brøchner-Larsen, Chr."
1867,"30:2,-309","Wolff, August."
1820,"30:2,-5","Magnusen, Finn."
1807,"34:4,-133","Essen, Karl v."
1821,"31,-52","Magnusen, Finn."
1821,"34:2,-53","Lange, Jon. Chr."
1825,"34:2,-251","Clausen, Henrik Nikolai."
1811,"10,-22","Herholdt, Joh. Dan."
1823,"34:3,-212","Lütken, Otto Diderik."
1805-1808,"32,-384","Senn, Johannes."
1808,"42,-294","Bjørn, Casp. Altenhof."
1848,"34:3,-88","Steenstrup, M. G. G."
1800,"4,-11","Blicher, Niels."
1832,"47,-432","Bjerring, Vilh. Jak."
1866,"23,-53","Vang, Chr."
1751-1752,"14,-204","Kraft, Jens."
1869,"1,-380","Jensen-Fogh, F. L. E."
1899,Særtrykssamlingen,Th. Thoroddsen.
1860,"57,-150","Halvorsen, Nicoline Nielsine Marine."
1867,"57,-140","Goldschmidt, M."
1832,"57,-152","Handrup, P."
1864,"57,-142","Grobdron, C."
1847,"57,-154","Hansen, Georg."
1880,"57,-135","Gjellerup, Karl."
1875,"7,-14","Holst, H. P."
1897,"53,-297","Hansen, Olaf."
1867,"42,-45","Hundrup, F. E."
1866,"42,-69","Hundrup, F. E."
sa,"3,-397","Luther, Martin."
1885,"2,-10","Müller, S. C."
1771,"41:1,-388","Meyer, Ove Gjerløw."
1849,"5,-196",Thomas a Kempis.
1622,"4,-236","Bjelke, Jens"
1827,"34:3,-184","Blache, Hans Henr."
1858,"55,-236","Wengel, Chr. Molt."
1878,"55,-222","Thoresen, Magdalene."
1864,"55,-220","Thiele, J. M."
1872,"57,-284","Thoresen, Magdalena."
1856,"47,-319","Hallager, M."
1882,"18,-151","Hansen, Chr."
1877-1878,"5,-5","Ryle, J. C."
1866,"45,-207","Suhr, Bloch."
1886,"55,-289","Strindberg, August."
1829,"54,-52","Thaarup, Thomas."
1851,"4,-310","Thornum, N."
1843,"3,-440","Sørensen, Rasmus."
1849,"37,-428","Thaarup, E. L."
1893,"57,-374y","Tavaststjerna, Karl A."
1877,"20,-262","Steenstrup, K. J. V."
1894,"30:1,-80","Thrige, J. P. B."
1883,"54,-330","Tennyson, Alfr."
1877,"32,-113","Resen, Peder Hansen"
1850,"4,-310","Thornum, N. J. K."
1887,"57,-374i","Schwartz, Marie Sophie."
1876,"44,-264","Nielsen, C. F."
1878,"46,-207","Degenkolv, H."
1848,"27,-359","Winstrup, Ole Johannesen."
1835,"27,-269","Tuxen, S. L."
1884,"22,-135","Poulsen, V. A."
1879,"27,-303","Wandel, C. F."
1870,"31,-128","Vedel, Emil."
1864,"27,-279","Tuxen, G. E."
1868,"30:2,-59","Zinck, L."
1824,"24:4,-81","Winstrup, Ole Johannesen."
1851,"28,-47","Ingerslev, C. F."
1824,"34:3,-26","Rahbek, K. L."
1813,"35,-158","Vedel Simonsen, Lauritz Schebye."
1887,"34:3,-425","Lange, Julius."
1889,"17,-197","Lange, Julius."
1873,"17,-175","Bournonville, August."
1856,"32,-159","Carstensen, Georg."
1866,"17,-175","Bournonville, August."
1894,"34:3,-448","Jacobsen, Carl."
1833,"23,-117","Rabiosus, Anselmus."
1868,"17,-175","Bournonville, August."
1893,"37,-320","Bille, C. St. A."
1862,"3,-450","Bloch, Jørgen Victor."
1874,"18,-157","Bokkenheuser, C. H. F."
1879,"57,-117","Dodt, Beatus."
1867,"57,-117","Dodt, Beatus."
1861,"57,-117","Dodt, Beatus."
1630,"5,-268","Brochmand, Jesper Rasmussen."
1853,"47,-177","Hansen, J."
1863,"47,-179","Degen, E."
1845,"47,-370","Ferrall, James Stephen."
1892,"47,-185","Jacobsen, H. P."
1897,"47,-186","Lange, Olaf."
1846,"47,-391","Rønne, N."
1885,"47,-379","Rasmussen, Hans."
1877,"23,-92","Bauer, Adolf."
1896,"54,-189","Baumbach, Rudolf."
1865,"12,-30","Bang, O. L."
1873,"23,-209","Banze, A."
1884,"42,-161","Bauditz, Waldemar Gustav Otto."
1737,"5,-33","Baxter, Rich."
1862,"5,-16","Balgarnie, R."
1889,"23,-95","Bauer, Adolph."
1876,"47,-437","Baruël, E."
1846,"3,-441","Faber, C. G. W."
1671,"3,-155","Nielsen, Villads."
1738,"2,-251","Egede, Hans."
1796,"3,-37","Hempel, Søren."
1617,"2,-201","Pedersen, Mikkel."
1697,"3,-229","Hoffkuntz, Christian."
1864,"44,-36","Wolff, Abr. Alex."
1769,"4,-193","Pontoppidan, Erik."
1859,"46,-221","Wolff, Abr. Alex."
1793,"45,-235","Ritter, Joh. Fr. Wilh."
1666,"45,-248","Grave, Erik Mogensen."
1646,"45,-247","Brochmand, Jesper Rasmussen."
1646,"45,-241","Mikkelsen, Hans"
1788,"46,-12","Benzon, Lor. Jac."
1666,"45,-234","Veile, Laurids Christensen."
1617,"46,-87","Gjødesen, Jens."
1603,"46,-72","Arctander, Niels Lauridsen."
1866,"46,-196","Sibertzen, F."
1844,"46,-181","Brandt, J."
1870,"46,-183","Hammerich, Martin."
1842-1843,"46,-181","Hillerup, F. C."
1894,"34:1,-207","Ræder, J. G. F."
1897,"45,-148","Petersen, F."
1899,"45,-124","Opffer, Frederik."
1852,"57,-244","Rasmussen, Thorvald."
1892,"6,2-222","Ussing, Henry."
1856,"14,-256","Wilkinson, J. J. Garth."
1841,"5,-211","Wilcock, Thom."
1890,6:2-139,"Scharling, Peter."
1892,"6,2-141","Schepelern, G."
1891,"6,2-178","Spurgeon, C. H."
1865,"14,-225","Simonsen, C. A."
1860,6:2-211,"Trandberg, P. C."
1868,"6,2-206","Thorup, C. E."
1863,"7,-39","Rördam, H. C."
1885,"6,2-249","Zeller, Samuel."
1830-1833,"6,2-142","Schjødte, L."
1858,6:2-172,"Smith, Troels."
1899,"6,2-240","Volf, R."
1889,6:2-140,"Schaumburg, P. J."
1887,"6,2-193","Sørensen, Chr."
1840,"6,2-143","Schleiermacher, Fr."
1846,"45,-258","Rothe, Wald. Henr."
1854,"13,-197","Eschricht, Daniel Frederik."
1887,"11,-54","Frisch, J."
1874,"13,-263","Lund, L. A."
1894-1895,"16,-143","Hansen, C. Asschenfeldt."
1887,"16,-142","Petersen, J."
1803,"14,-472","Abbt, Thom."
1828,"10,-344","Herholdt, Johs. Dan."
sa,"17,-237","Fosie, Jac."
1817,"17,-43","Lütken, Chr."
1807,"9,-26","Høst, Joh. Nik."
1801,"11,-9","Cornaro, Ludvig."
1825,"14,-199","Hjort, Peder."
1818,"15,-152","Castberg, Peter Atke."
1821,"6:2,-57","Müller, J. Paludan."
1800,"16,-126","Fabricius, Chr. Albr."
1890,"46,-154","Sørensen, Carl Th."
1830,"6:1,-159","Garde, Sør. Geo."
1805,"13,-53","Herholdt, Joh. Dan."
1825,"8,-26","Kall, Johan Christian."
1816,"17,-37","Fuglsang, Niels Studsgaard."
1803,"11,-80","Kilian, C. L."
1805,"10,-256","Heger, Jens Stephen."
1825,"7,-24","Holst, P."
1818,"20,-65","Funke, J. J."
1802,"14,-147","Kant, Immanuel."
1823,"6:1,-214","Holst, P."
1822,"6:1,-113","Clausen, Henr. Geo."
1805,"8,-45","Manthey, Joh. Dan. Tim."
1804,"17,-68","Kofod, Børge Poscolan."
1827,"10,-221","Larpent, Isacus Petr."
1821,"15,-184","Lütken, Otto Diderik."
1800,"12,-372","Herholdt, Joh. Dan."
1801,"6:1,-46","Balle, Nic. Edinger."
1826,"17,-59","Koch, H. C."
1818,"6:1,-174","Gutfeld, Frederik Carl."
1804,"17,-325","Galskjøt, Thomas Martinus Braëm."
1801,"15,-233","Hallager, Morten."
1830,"6:1,-180","Hald, Pet. Tetens."
1821,"8,-152","Kähler, Ludv. Aug."
1826,"17,-21","Heiberg, Johan Ludvig."
1823,"14,-74","Hjort, Joh. Edv. Pet."
1855,"23,-340","Mangor, A. M."
1840,"23,-140","Beerfreund, Niels Henriksen."
1897,"23,-160","Rohde, P. B."
1845,"23,-340","Mangor, A. M."
1820,"3,-212","Dampe, Jacob Jacobsen."
1862,"23,-122","Mortensen, Hans."
1833,"23,-117","Fränckel, C. G. H."
1893,"23,-124","Christrup-Paulsen, C."
1891,"34,3-237","Langdal-Kristensen, H."
1889,"10,-168","la Cour, Poul."
1892,"45,-98","Hafstrøm, S. M."
1876,"55,-103","Holberg, Ludvig."
1899,"36,-275","Holm, Edvard."
1748,"53,-399","Nyegaard, Thor Andersen."
1799,"54,-64","Tullin, Christian Braunmann."
1886,"35,-146","Jørgensen, A. D."
1899,"57,-188","Kielberg, A."
1894 - 96,"5,-16","Kjær, C. B."
1769,"52,-106","Sneedorff, Jens Schelderup."
1797,"53,-230","Bruun, T. C."
1813,"34:4,-264","Rawert, Ole Jørgen."
1849,"53,-386","Paludan-Müller, Frederik."
1898,"57,-482","Runkel, Ferdinand."
1855,"15,-249","Rosenhoff, Claudius."
1885,"15,-269",Synøve.
1878,"15,-265","Roed, Anna."
1883,"15,-268","Møller, Thora."
1896,"57,-487","Schmidt, Lothar."
185-?,"15,-248","Sölling-Suhr, P."
1834,"15,-238","Jerrer, Georg Ludwig."
1839,"57,-482","Russa, David."
1892,"15,-259","Saugman, Betty."
1890,"15,-272","Skram, Amalie."
1829,"53,-218","Boesen, Jørg. Fred."
1780,"46,-203","Boesen, Ludvig."
1863,"53,-386","Paludan-Müller, Frederik."
1890,"11,-157","Engelsted, S."
1896,"43,-101","Fiedler, William."
1765,"7,-42","Rhode, Peter."
1878-1879,"60,-111","Ritter, Leo."
1887,"23,-62","Alstrup, Th."
1894,"5,-16","Beck, Vilh."
1894,"5,-16","Beck, Vilh."
1846,"34:3,-277","Beyer, Anna Kirstine Margarethe."
1884,"6:1,-56","Beck, Vilhelm."
1876,"23,-62","Wederkinck-Madsen, J."
1867,Særtrykssamlingen,"Becker, P. W."
1864,"6:1,-55","Beck, Vilhelm."
1845,"60,-77","Carstensen, Georg."
1838,"20,-340","Berlin, N. J."
sa,"20,-235","Berlin, Johan Daniel."
1793,"15,-219","Berquin, M. Arnaud."
1771,"34:3,-461","Bynch, Josias Leopold."
1757,"34:3,-133","Pontoppidan, Erich."
1726,"34:2,-29","Almstrup, Jac."
Mellem 1684 og 1697,"5,-152","Paulli, Daniel."
1891,"18,-95","Jensen, Johan Ludvig William Valdemar."
1849,"14,-87","Eremita, Victor."
1857,"14,-87","Kierkegaard, Søren."
1844,"14,-87","Kierkegaard, Søren."
1826,"53,-216","Blicher, Steen Steensen."
1862,"6,1-244","Kierkegaard, S."
1849,"6:1,-244","Kierkegaard, Søren."
1836,"25,-135","With, Georg Christian."
1614,"4,-101","Arctander, Niels Lauridsen."
1750,"41:1,-142","Müller, Jens."
1756,"34:2,-99","Thestrup, Christen Sørensen."
1775,"21,-116","Forskål, Pehr."
1815-1834,"17,-231","Lahde, Gerhard Ludvig."
1888,"27,-198","Nieuwenhuis, P. N."
1892,"27,-247","Foss, H. T."
1877,"27,-198","Madsen, Emil."
1896,"34:2,-217","Jordening, B. W."
1862,"27,-207","Bretton, Frederik Emil Anton."
1866,"27,-128","Schöning, C. F."
1870,"27,-105","Koefoed, E. C. L."
1896,"34:2,-138","Nisted, Hans."
1795,"4,-434","Hjort, V. K."
1807,"37,-137","Hjort, Viktor Kristian."
1842,"12,-321","Woolstone, Francis."
1898,"12,-177","Wanscher, Oscar."
1872,"12,-75","Nagel, C. H. L."
1881,"12,-194","Meyer, Sophus."
1884,"12,-113","Schæbel, Fredrik."
1897,"12,-31","Thorson, Th."
1849,"12,-113","Warncke, T. S."
1831,"12,-249","Wendt, Joh. Chr. W."
1879,"12,-269","Schleisner, P. A."
1888,"12,-83","Petersen, E. P. F."
1854,"12,-304","Withusen, C."
1842,"12,-350","Svitzer, E."
1880,"13,-155","Meyer, Leopold."
1869,"13,-216",Stark.
1855,"13,-198","Moldenhawer, Johannes."
1841,"13,-271","Nägele, Hermann Franz."
1885,"13,-121","Aproschowsky, Axel."
1797,"30:2,-83","Rebmann, Geo. Fr."
1794-95,"28,-101","Olivarius, Holger de Fine."
1824,"28,-44","Riise, J."
1736,"34:2,-264","Høyer, Andreas."
1890,"1,-283","Drummond, Henry."
1789,"45,-77","Bentzon, Jens Winther."
1655,"45,-205","Saxe, Svend Pedersen."
1764,"45,-54","Schønheider, J. Chr."
1786,"45,-188","Seydlitz, Chr. Gotthold."
1611,"35,-201","Lyschander, Claus Christophersen."
1727,"41:1,-122","Schrøder, Johs."
1774-77,"41:1,-276","Frimann, Cph."
1789,"41:1,-126","Thue, Friderich Wilhelm."
1776,"41:1,-202","Haxthausen, Ferd. Chistopher."
1875,"57,-124","Ewald, H. F."
1682,"27,-261","Wandel, Bagge."
1784,"21,-82","Hammer, Christopher."
1796,"23,-115","Svendsen, Andr."
1821,"6:2,-16","Luplau, Daniel."
1782,"21,-15","Brünnich, Mort. Thrane."
1790,"25,-165","Abildgaard, Pet. Chr."
1869,"34:3,-252","Bille, C. St. A."
1848,"15,-123","Arnesen, P."
1861,"34:3,-138","Krarup Hansen, C. J. L."
1842,"34:3,-212","Lorck, Lorentz."
1852,"15,-135","Bojesen, Maria."
1847,"34:3,-334","Jørgensen, J. W."
1880,"34:3,-209","Larsen, Joakim."
1881,"34:3,-369","Grove, Carl."
1869,"34:3,-337","Gude, L."
1859,"55,-182","Overskou, Th."
1886-1887,"58,-409","Tolstòy, Leo."
1887,"56,-28","Goethe, Johann Wolfgang von."
1758,"42,-291","Justesen, Peder."
1759,"42,-235","Skade, Joseph."
1890,"52,-73","Blanc, Emanuel."
1879,"5,-16","Krarup, Elise."
1874,"57,-253","Rumohr, T. V. K."
1893,"23,-92","Rosenstand Wøldike, P."
1871,"57,-351","Janson, Kristofer."
1872,"23,-111","Wilkens, J."
1886,"54,-96","Zetlitz, Jens."
1884,"54,-77","Wergeland, Henrik."
1878,"16,-247","Bang, A. Chr."
1772,"58,-276","Fromaget, Nic."
1838,"54,-52","Thaarup, Thomas."
1887,"57,-194","Kristofersen, Kristofer."
1837,"54,-103","Ørsted, H. C."
1890,"23,-67","Wirén, P. R."
1876,"42,-40","Asmussen, Andreas Frederik."
1843,"34:3,-266","Bang, A. K."
1846,"52,-70","Aschlund, John."
1842,"54,-80","Wiborg, K. F."
1870,"54,-121","Thiess, Caroline."
1763,"58,-365","Thielo, Carl August."
1793,"3,-8","Bang, Fr. Ludvig."
1738,"49,-107","Wadskiær, Christian Friderich."
1780,"59,-232","Gregoriusen, Greg."
1881,"25,-154","Bagge, S. H. O."
1798,"49,-97","Nyerup, Rasmus."
1799-1800,"58,-272","Flahaults, Adélaide Marie Emilie Filleul Comtesse de."
1727-1728,"58,-264","Fenelon, François de Salignac de la Mothe de."
1771,"59,-120","Brun, Martin."
1790,"58,-279",Genlis.
1885,"42,-63","Daae, Ludvig."
1853,"47,-336","Lorenzen, C. H."
1879,"5,-123","Lentz, Carl Rudolph."
1836,"34:3,-437","Maire, Christian Ludvig le."
1856,"1,-461","Schmettau, Louise."
1889,"5,-132","Maar, J. J."
1657,"21,-54","Skaaning, Hans Hansen."
1848,"34:2,-333","Melbye, M."
1846,"41:2,-207","Oehlenschläger, Adam."
1882,"32,-130","Holck, J. C."
1872,"33,-353","Bayer, Fred."
1859,"2,-242","Vahl, Jens."
1899,"34:4,-31","Søegaard, Th."
1867,"52,-113","Ussing, Thorvald."
1844,"4,-207","Wexels, Wilhelm Andreas."
1878,"58,-197","Walton, A."
1825,"6:2,-229","Weinschenck, Georg Frederik."
1898,"58,-180","Walton, O. F."
1875,"44,-286","Vedel, P."
1886,"3,-305","White, Edw."
1893,"32,-123","Westergaard, Harald."
1872,"44,-206","Ipsen, H."
1875,"57,-374ab","Wetterbergh, Carl Anton."
1868,"52,-115","Wessel, Johan Herman."
1880,"55,-236","Wengel, Chr. Molt."
1876,"57,-513","Wachenhusen, Hans."
1877,"58,-359","Verne, Jules."
1831,"2,-173","Silfverberg, Anton Frid."
1811,"54,-76","Verdier, Marie de."
1893,"7,-7","Vinet, Alex."
1827,"18,-66","Ursinus, Geo. Fr."
1615,"1,-443","Bünting, Heinrich."
1878,"57,-496","Spielhagen, Friedrich."
1863,"15,-254","Sødring, H."
1878,"57,-487","Schlägel, Max von."
1897,"57,-480","Retcliffe, John."
1850,"15,-244","Wroblewsky, Otto B."
1880,"15,-173","Noiesen, D. A."
1880,"15,-173","Prytz, Alex."
1891,"57,-483","Samarow, Gregor."
1883,"15,-173","Pettoletti, F. P."
1876,"57,-480","Ring, Max."
1895,"15,-276","Eriksen, Vilhelm."
1858,"15,-251","Møller, Wald."
1871,"15,-260","Ouchterlony, Elisabet."
1620,"42,-193","Olsen, Laurids."
1894,"34:3,-119",Ellinger.
1848,"34:3,-100","Bloch, S. N. J."
1840,"15,-89","Hanssen, Fr."
1840,"34:3,-117","Hammerich, M."
1770,"4,-249","Engelbretsdatter, Dorthe."
1743,"53,-262","Falster, Christian."
168-?,"4,-249","Engelbretsdatter, Dorthe."
1631,"4,-3","Buch, Andr. Michaelius."
sa,"18,-313","Freuchen, P."
1790,"37,-166","Estrup, Ped."
1736,"53,-262","Falster, Christian."
1763,"25,-134","Esbach, Peter."
1714,"4,-249","Engelbretsdatter, Dorthe."
1881,"34:2,-117","Søltoft, C."
1843,"45,-79","Møller, Poul Martin."
1888,"38,-110","Rørdam, Th. Skat."
1884,"30:2,-47","Kroman, K."
1885,"27,-247","Rasmussen, A. H. M."
1884,"34:2,-138","Hillerstrøm, O."
1856,"34:2,-195","Berg, L."
1835,"34:2,-124","Blom, Henrik Stoltenberg."
1879,"34:2,-172","Møller, A. P."
1837,"34:2,-117","Ræder, J. von."
1858,"32,-110","Købke, J. P."
1896,"45,-88","Brøgger, W. C."
1898,"34:2,-172","Møller, A. P."
1796-1800,"22,-57","Rafn, Carl Gottllob."
1879,"13,-189","Selmer, Harald."
1845,"4,-214","Fenger, J. F."
1846,"4,-214","Fenger, J. F."
1880,"1,-478",Irenæus.
1893,Særtrykssamlingen,"Ammentorp, L."
1670,"35,-394","Bording, Anders."
1840,"57,-373b","Almqvist, C. J. L."
1881,"30:2,-313","Andersen, R."
1611,"45,-101","Arctander, Niels Lauridsen."
1847,"2,-7","Holberg, Diderik August."
1891,"16,-149","Meyer, A. C."
1884,"16,-148","Hansen, J. H."
1886,"16,-148","Eltzholtz, Carl F."
1828,"15,-185","Foersom, P."
1842,"33,-393","Fogtmann, N."
1826,"47,-205","Petersen, Niels Miatth."
1889,"30:2,-79","Goncourt, Edmond de."
1887,"6:1,-250","Kok, Johannes."
1824,"57,-436","Kind, Fr."
1895,"24,-131","Kristensen, K. N."
1875,"22,-142","Lange, Joh."
1822,"56,-57","Lafontaine, Aug."
1807,"57,-444","Lafontaine, Aug."
1890,"3,-244","Perger, A."
1884,"47,-328","Kaper, J."
1868,"57,-200","Lange, Thomas."
1884,"47,-122","Mikkelsen, Kristian."
1852,"37,-471","Mikkelsen, Hans"
1883,"15,-168","Frølund, Fred."
1869,"46,-199","Martensen, H."
1870,"52,-85",Cabiro.
1890,"46,-198","Trandberg, P. C."
1893,"45,-175","Qvistgaard, Erh."
1883,"45,-152","Johnstrup, Fr."
1893,"30:2,-162","Zezstwitz, Gerhard."
1854,"45,-158","Hjort, Peder."
1890,"57,-263d","Schrep, Christian."
1897,"57,-247","Rist, P. F."
sa,"32,-249","Hersleb, Hans Christoph."
1823,"34:4,-47","Bruuns, Jacob."
1806,"34:3,-243","Kofod, Børge Poscholan."
1807,"34:3,-307","Jansen, Rasm."
1801,"34:3,-243","Falsen, Enevold."
sa,"34:3,-74","Heiberg, Gregers Peersens."
1828,"30:2,-230","Ciriacy, F. von."
1805,"4,-105","Bjørnsen, Johannes."
1820,"34:4,-330","Bierring, Niels Chr."
1816,"53,-212","Birkerod, Carl Vilhelm Peter."
1851,"15,-185","Jensen, Thomas."
1837,"30:2,-316","Marckmann, Jørg. Wilh."
1831,"18,-195","Holm, Hans Chr."
1839,"22,-23","Drejer, Salomon Thomas Nicolai."
1833,"30:2,-118","Magnant, L. G."
1834-1835,"16,-158","Murhard, Karl."
1833,"12,-277","Reisinger, Ignatz."
1835-1845,"28,-71","Meyer, J."
1778,"47,-208","Borup, Matthias."
sa,"35,-414","Bording, Anders."
1785,"25,-67","Boye, Nic."
1832,"27,-298","Born, Wilh. Ferd."
1819,"53,-222","Boye, Caspar Johannes."
1708,"42,-192","Bornemann, Henr."
sa,"2,-117","Bugenhagen, Johannes."
1840,"1,-410","Molbech, Christian."
1833,"5,-137","Mynster, J. P."
1836,"6:1,-137","Faber, N."
1837-1839,"8,-264","Algeeen-Ussing, Tage."
1835,"6:2,-214","Trojel, Thom."
1834,"7,-28","Rohmann, Jørg. Lindegaard."
1836-1838,"1,-53","Kalkar, Christian H."
1838,"3,-447","Tryde, H. K."
1833,"4,-437","Wlldt, Johs."
1835,"4,-309","Thornum, N. J. K."
1837,"6:1,-137","Faber, N."
1841,"1,-292","Møller, R."
1752,"36,-275",Sparkiær.
1802,"53,-351","Koldberg, Ludvig."
1714,"36,-45","Andrup, Thomas."
1882,"46,-34","Seidelin, F. E."
1646-1648,"54,-355","Urfé, Honoré d ."
1760,"56,-231",Fontenelle.
1784-85,"51,-30","Du Wahl, Johan Friderich."
1822,"47,-171","Thonboe, Peter."
1756,"5,-136","Mossin, Hans."
1773,"53,-414","Prahl, Niels."
1701,"42,-170","Richardi, Pt."
1783,"3,-395","Luther, Martin."
1721,"36,-151","Sparkiær, Ped."
1751,"6:2,-17","Luther, Martin."
1784-85,"34:4,-73","Rothe, Tyge."
1785,"3,-347","Riegels, Niels Ditlev."
1679,"3,-413","Aaskov, Jørgen Lauridsen."
1844,"47,-466","Dalgas, Ernesto Guglielmo August."
1889,"28,-106","Dalgas, E."
1875,"47,-437","Jung, C. F."
1875,"47,-446","Bang, Chr."
1890,"47,-454","Goldschmidt, Thora."
1876-99,"47,-150","Jon Þorkelsson, Jón."
1880-1882,"47,-446","Michelsen, Carl."
1858,"47,-433","Lassen, H. C. F."
